QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
KKOIIGHA_01345	COG0432	440201	1.63e-55	48.507	YjbQ	Thiamin phosphate synthase YjbQ, UPF0047 family	H	Coenzyme transport and metabolism
KKOIIGHA_01346	COG0593	440358	3.45e-55	29.508	DnaA	Chromosomal replication initiation ATPase DnaA	L	Replication, recombination and repair
KKOIIGHA_01347	COG0628	440393	1.51e-70	40.173	PerM	Predicted PurR-regulated permease PerM	R	General function prediction only
KKOIIGHA_01348	COG0150	439920	0.0	66.571	PurM	Phosphoribosylaminoimidazole (AIR) synthetase	F	Nucleotide transport and metabolism
KKOIIGHA_01349	COG0299	440068	2.26e-115	57.214	PurN	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	F	Nucleotide transport and metabolism
KKOIIGHA_01350	COG0717	440481	6.08e-83	38.947	Dcd	dCTP deaminase	F	Nucleotide transport and metabolism
KKOIIGHA_01351	COG0489	440255	1.08e-59	40.306	Mrp	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family	D	Cell cycle control, cell division, chromosome partitioning
KKOIIGHA_01352	COG0006	439777	3.74e-49	26.446	PepP	Xaa-Pro aminopeptidase	E	Amino acid transport and metabolism
KKOIIGHA_01353	COG1196	440809	2.58e-19	16.803	Smc	Chromosome segregation ATPase Smc	D	Cell cycle control, cell division, chromosome partitioning
KKOIIGHA_01354	COG1186	440799	1.69e-45	44.928	PrfB	Protein chain release factor PrfB	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_01356	COG1295	440906	1.53e-37	33.453	BrkB	Putative virulence factor, BrkB/YihY/UPF0761 family	S	Function unknown
KKOIIGHA_01357	COG4103	443279	4.14e-44	39.735	TerB2	Tellurite/oxyanion resistance protein, TerB superfamily	P	Inorganic ion transport and metabolism
KKOIIGHA_01358	COG0705	440469	4.85e-42	42.784	GlpG	Membrane-associated serine protease, rhomboid family	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_01359	COG2199	441801	1.3e-51	38.258	GGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	T	Signal transduction mechanisms
KKOIIGHA_01360	COG0301	440070	8.99e-127	37.105	ThiI	Adenylyl- and sulfurtransferase ThiI (thiamine and tRNA 4-thiouridine biosynthesis)	H	Coenzyme transport and metabolism
KKOIIGHA_01361	COG0143	439913	0.0	43.431	MetG	Methionyl-tRNA synthetase	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_01362	COG2878	442125	6.76e-63	49.02	RnfB	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfB subunit	C	Energy production and conversion
KKOIIGHA_01363	COG0177	439947	5.72e-122	55.556	Nth	Endonuclease III	L	Replication, recombination and repair
KKOIIGHA_01365	COG0484	440252	3.4e-33	66.176	DnaJ	DnaJ molecular chaperone, contains DnaJ and DnaJ_C  domains	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_01366	COG0438	440207	4.56e-07	32.0	RfaB	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01367	COG0625	440390	1.31e-52	33.632	GstA	Glutathione S-transferase or stringent starvation protein SspA	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_01368	COG5453	444204	1.05e-38	43.158		Uncharacterized conserved protein	S	Function unknown
KKOIIGHA_01369	COG0137	439907	0.0	60.848	ArgG	Argininosuccinate synthase	E	Amino acid transport and metabolism
KKOIIGHA_01370	COG0847	440608	1.78e-41	34.054	DnaQ	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	L	Replication, recombination and repair
KKOIIGHA_01371	COG0278	440047	1.28e-72	60.0	GrxD	Glutaredoxin-related protein	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_01372	COG0078	439848	0.0	54.693	ArgF	Ornithine carbamoyltransferase	E	Amino acid transport and metabolism
KKOIIGHA_01376	COG1960	441563	1.82e-106	33.409	CaiA	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	I	Lipid transport and metabolism
KKOIIGHA_01377	COG1292	440903	0.0	49.219	BetT	Choline-glycine betaine transporter	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01378	COG0847	440608	5.28e-44	33.146	DnaQ	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	L	Replication, recombination and repair
KKOIIGHA_01379	COG2905	442149	2.46e-34	29.496		Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains	T	Signal transduction mechanisms
KKOIIGHA_01380	COG0007	439778	1.46e-150	62.705	CysG	Uroporphyrinogen-III methylase (siroheme synthase)	H	Coenzyme transport and metabolism
KKOIIGHA_01381	COG0733	440497	1.22e-178	45.374	YocR	Na+-dependent transporter, SNF family	R	General function prediction only
KKOIIGHA_01382	COG0625	440390	6.17e-58	38.278	GstA	Glutathione S-transferase or stringent starvation protein SspA	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_01383	COG1846	441451	1.29e-24	36.641	MarR	DNA-binding transcriptional regulator, MarR family	K	Transcription
KKOIIGHA_01384	COG0569	440335	1.8e-46	33.168	TrkA	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	P	Inorganic ion transport and metabolism
KKOIIGHA_01385	COG0168	439938	7.48e-108	40.235	TrkG	Trk-type K+ transport system, membrane component	P	Inorganic ion transport and metabolism
KKOIIGHA_01386	COG0277	440046	3.19e-122	34.476	GlcD	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	C	Energy production and conversion
KKOIIGHA_01387	COG1556	441165	3.45e-63	34.884	LutC	L-lactate utilization protein LutC, contains LUD domain	C	Energy production and conversion
KKOIIGHA_01388	COG1139	440754	0.0	51.789	LutB	L-lactate utilization protein LutB, contains a ferredoxin-type domain	C	Energy production and conversion
KKOIIGHA_01389	COG0247	440017	2.02e-51	27.237	GlpC	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF	C	Energy production and conversion
KKOIIGHA_01390	COG2186	441789	2.27e-69	42.975	FadR	DNA-binding transcriptional regulator, FadR family	K	Transcription
KKOIIGHA_01391	COG4191	443345	8.87e-95	37.941		Signal transduction histidine kinase regulating C4-dicarboxylate transport system	T	Signal transduction mechanisms
KKOIIGHA_01392	COG2204	441806	0.0	50.455	AtoC	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	T	Signal transduction mechanisms
KKOIIGHA_01393	COG1988	441591	7.48e-07	20.886	YbcI	Membrane-bound metal-dependent hydrolase YbcI, DUF457 family	R	General function prediction only
KKOIIGHA_01394	COG0663	440427	2.25e-94	50.568	PaaY	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily	R	General function prediction only
KKOIIGHA_01395	COG0733	440497	1.49e-131	47.222	YocR	Na+-dependent transporter, SNF family	R	General function prediction only
KKOIIGHA_01396	COG0339	440108	0.0	57.558	Dcp	Zn-dependent oligopeptidase, M3 family	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_01397	COG3529	442751	8.03e-25	45.283		Predicted nucleic-acid-binding protein, contains Zn-ribbon domain	R	General function prediction only
KKOIIGHA_01398	COG2032	441635	1.85e-55	44.199	SodC	Cu/Zn superoxide dismutase	P	Inorganic ion transport and metabolism
KKOIIGHA_01399	COG1593	441201	1.57e-141	45.752	DctQ	TRAP-type C4-dicarboxylate transport system, large permease component	G	Carbohydrate transport and metabolism
KKOIIGHA_01400	COG3090	442324	1e-34	32.515	DctM	TRAP-type C4-dicarboxylate transport system, small permease component YiaM	G	Carbohydrate transport and metabolism
KKOIIGHA_01401	COG1638	441245	6.98e-124	40.06	DctP	TRAP-type C4-dicarboxylate transport system, periplasmic component	G	Carbohydrate transport and metabolism
KKOIIGHA_01402	COG0685	440449	1.93e-146	52.593	MetF	5,10-methylenetetrahydrofolate reductase	E	Amino acid transport and metabolism
KKOIIGHA_01403	COG1230	440843	5.44e-124	56.631	CzcD	Co/Zn/Cd efflux system component	P	Inorganic ion transport and metabolism
KKOIIGHA_01404	COG0697	440461	5.66e-30	30.314	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	E	Amino acid transport and metabolism
KKOIIGHA_01405	COG0679	440443	5.87e-21	32.68	YfdV	Predicted permease, AEC (auxin efflux carrier) family	R	General function prediction only
KKOIIGHA_01406	COG4977	444002	1.28e-28	42.105	GlxA	Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain	K	Transcription
KKOIIGHA_01407	COG2908	442152	1.54e-67	37.154	LpxH	UDP-2,3-diacylglucosamine pyrophosphatase LpxH	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01409	COG2217	441819	0.0	53.139	ZntA	Cation-transporting P-type ATPase	P	Inorganic ion transport and metabolism
KKOIIGHA_01410	COG3462	442685	7.58e-23	47.561	TM0315	Uncharacterized protein, contains short C-terminal (SHOCT) domain	S	Function unknown
KKOIIGHA_01413	COG0025	439796	6.67e-68	37.226	NhaP	NhaP-type Na+/H+ or K+/H+ antiporter	P	Inorganic ion transport and metabolism
KKOIIGHA_01414	COG0499	440265	0.0	52.203	SAM1	S-adenosylhomocysteine hydrolase	H	Coenzyme transport and metabolism
KKOIIGHA_01416	COG0192	439962	0.0	63.682	MetK	S-adenosylmethionine synthetase	H	Coenzyme transport and metabolism
KKOIIGHA_01417	COG0021	439792	0.0	63.348	TktA	Transketolase	G	Carbohydrate transport and metabolism
KKOIIGHA_01418	COG1830	441435	7.15e-98	34.539	FbaB	Fructose-bisphosphate aldolase class Ia, DhnA family	G	Carbohydrate transport and metabolism
KKOIIGHA_01419	COG3333	442562	0.0	54.141		TctA family transporter	R	General function prediction only
KKOIIGHA_01421	COG3181	442414	4.48e-66	28.808	TctC	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC	C	Energy production and conversion
KKOIIGHA_01422	COG1804	441409	0.0	50.882	CaiB	Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases	I	Lipid transport and metabolism
KKOIIGHA_01423	COG0119	439889	1.19e-25	29.73	LeuA	Isopropylmalate/homocitrate/citramalate synthases	E	Amino acid transport and metabolism
KKOIIGHA_01424	COG2204	441806	0.0	50.658	AtoC	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	T	Signal transduction mechanisms
KKOIIGHA_01425	COG3852	443061	8e-140	45.17	NtrB	Signal transduction histidine kinase NtrB, nitrogen specific	T	Signal transduction mechanisms
KKOIIGHA_01427	COG0174	439944	0.0	47.679	GlnA	Glutamine synthetase	E	Amino acid transport and metabolism
KKOIIGHA_01428	COG1215	440828	5.08e-07	22.159	BcsA	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	N	Cell motility
KKOIIGHA_01429	COG0726	440490	1.14e-10	20.856	PgaB	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family	G	Carbohydrate transport and metabolism
KKOIIGHA_01430	COG3678	442894	2.95e-07	26.25	CpxP	Periplasmic chaperone Spy, Spy/CpxP family	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_01431	COG1217	440830	0.0	65.625	TypA	Predicted membrane GTPase TypA/BipA involved in stress response	T	Signal transduction mechanisms
KKOIIGHA_01432	COG3047	442281	6.16e-79	43.627	OmpW	Outer membrane protein OmpW	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01433	COG4244	443386	8.65e-15	29.252		Uncharacterized membrane protein	S	Function unknown
KKOIIGHA_01436	COG1518	441127	2.4e-15	23.431	Cas1	CRISPR-Cas system-associated integrase Cas1	V	Defense mechanisms
KKOIIGHA_01437	COG2172	441775	0.004	25.253	RsbW	Anti-sigma regulatory factor (Ser/Thr protein kinase)	T	Signal transduction mechanisms
KKOIIGHA_01438	COG1688	441294	2.69e-09	25.828	Cas5	CRISPR/Cas system-associated protein Cas5, RAMP superfamily	V	Defense mechanisms
KKOIIGHA_01439	COG5934	444632	3.77e-170	50.552	Cas6e	CRISPR-Cas system endoribonuclease Cas6e, RAMP superfamily	V	Defense mechanisms
KKOIIGHA_01440	COG5949	444647	1.4e-30	29.534	Cse2gr11	CRISPR-Cas system type I-E effector complex small subunit Cse2	V	Defense mechanisms
KKOIIGHA_01441	COG5942	444640	2.67e-157	38.041	Cas8e	CRISPR-Cas system type I-E effector complex large subunit Cas8e/Cse1	V	Defense mechanisms
KKOIIGHA_01442	COG1203	440816	9.35e-120	28.943	Cas3	CRISPR-Cas type I system-associated endonuclease/helicase Cas3	V	Defense mechanisms
KKOIIGHA_01443	COG3243	442475	0.0	47.928	PhaC	Poly-beta-hydroxybutyrate synthase	I	Lipid transport and metabolism
KKOIIGHA_01447	COG1121	440738	2.69e-88	41.126	ZnuC	ABC-type Mn2+/Zn2+ transport system, ATPase component	P	Inorganic ion transport and metabolism
KKOIIGHA_01448	COG1108	440725	3.22e-66	43.182	ZnuB	ABC-type Mn2+/Zn2+ transport system, permease component	P	Inorganic ion transport and metabolism
KKOIIGHA_01450	COG0803	440566	2.63e-103	43.949	ZnuA	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA	P	Inorganic ion transport and metabolism
KKOIIGHA_01451	COG1136	440751	8.47e-102	46.875	LolD	ABC-type lipoprotein targeting system ATPase component LolD	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01452	COG4591	443648	4.12e-25	28.794	LolC	ABC-type lipoprotein targeting system transmembrane component LolC/LolE	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01453	COG5621	444352	3.73e-168	54.062	CrtC	Predicted lipocalin, contains AttH/CrtC domain	R	General function prediction only
KKOIIGHA_01454	COG0346	440115	3.22e-33	28.859	GloA	Glyoxalase, catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_01455	COG1289	440900	6.18e-31	32.0	AaeB	Aromatic carboxylic acid efflux pump AaeB or related transporter, AaeB/MdtO/YccS family	R	General function prediction only
KKOIIGHA_01457	COG1566	441174	1.07e-50	27.987	EmrA	Multidrug resistance efflux pump EmrA	V	Defense mechanisms
KKOIIGHA_01458	COG2113	441716	1.18e-107	37.329	ProX	ABC-type proline/glycine betaine transport system, periplasmic component	E	Amino acid transport and metabolism
KKOIIGHA_01459	COG0791	440554	1.88e-46	45.455	NlpC	Cell wall-associated hydrolase, NlpC_P60 family	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01460	COG0450	440219	4.01e-107	46.231	AhpC	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	V	Defense mechanisms
KKOIIGHA_01461	COG1156	440770	1.89e-131	40.948	NtpB	Archaeal/vacuolar-type H+-ATPase subunit B/Vma2	C	Energy production and conversion
KKOIIGHA_01462	COG1394	441004	1.59e-35	30.693	NtpD	Archaeal/vacuolar-type H+-ATPase subunit D/Vma8	C	Energy production and conversion
KKOIIGHA_01463	COG1269	440880	3.18e-98	28.287	NtpI	Archaeal/vacuolar-type H+-ATPase subunit I/STV1	C	Energy production and conversion
KKOIIGHA_01467	COG1155	440769	0.0	45.226	NtpA	Archaeal/vacuolar-type H+-ATPase catalytic subunit A/Vma1	C	Energy production and conversion
KKOIIGHA_01468	COG0715	440479	2.17e-58	31.111	TauA	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	P	Inorganic ion transport and metabolism
KKOIIGHA_01469	COG0600	440365	9.36e-63	40.239	TauC	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	P	Inorganic ion transport and metabolism
KKOIIGHA_01470	COG1116	440733	7.1e-105	47.17	TauB	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	P	Inorganic ion transport and metabolism
KKOIIGHA_01471	COG1416	441026	2.34e-20	31.624		Intracellular sulfur oxidation protein, DsrE/DsrF family	P	Inorganic ion transport and metabolism
KKOIIGHA_01472	COG0155	439925	0.0	40.853	CysI	Sulfite reductase, beta subunit (hemoprotein)	P	Inorganic ion transport and metabolism
KKOIIGHA_01473	COG0369	440138	0.0	59.22	CysJ	Flavoprotein (flavin reductase) subunit CysJ of sulfite and N-hydroxylaminopurine reductases	F	Nucleotide transport and metabolism
KKOIIGHA_01474	COG0697	440461	1.79e-37	32.404	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	E	Amino acid transport and metabolism
KKOIIGHA_01475	COG3703	442917	4.9e-78	44.068	ChaC2	Gamma-glutamylcyclotransferase ChaC2 (glutathione degradation)	P	Inorganic ion transport and metabolism
KKOIIGHA_01477	COG5001	444025	0.0	37.758		Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	T	Signal transduction mechanisms
KKOIIGHA_01479	COG3476	442699	1.15e-36	50.676	TspO	Tryptophan-rich sensory protein TspO/CrtK (mitochondrial benzodiazepine receptor homolog)	T	Signal transduction mechanisms
KKOIIGHA_01480	COG0840	440602	8.09e-92	38.48	Tar	Methyl-accepting chemotaxis protein (MCP)	T	Signal transduction mechanisms
KKOIIGHA_01481	COG5622	444353	3.5e-36	37.589		Protein required for attachment to host cells	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01482	COG4566	443623	2.5e-55	47.647	FixJ	DNA-binding response regulator, FixJ family, consists of REC and HTH domains	T	Signal transduction mechanisms
KKOIIGHA_01483	COG3383	442610	0.0	48.824	ForC	Mo-containing formate dehydrogenase ForCE, catalytic subunit	C	Energy production and conversion
KKOIIGHA_01486	COG0679	440443	1.67e-60	33.681	YfdV	Predicted permease, AEC (auxin efflux carrier) family	R	General function prediction only
KKOIIGHA_01487	COG5652	444373	2.3e-13	31.2	VanZ	VanZ-like family protein, affects binding of lipoglycopeptide antibiotics to the cell wall	S	Function unknown
KKOIIGHA_01488	COG0407	440176	1.99e-158	48.459	HemE	Uroporphyrinogen-III decarboxylase HemE	H	Coenzyme transport and metabolism
KKOIIGHA_01489	COG0807	440570	5.92e-110	59.794	RibA	GTP cyclohydrolase II	H	Coenzyme transport and metabolism
KKOIIGHA_01490	COG1272	440883	1.22e-89	51.869	YqfA	Progestin and AdipoQ receptors (PAQRs) homolog, hemolysin III family	U	Intracellular trafficking, secretion, and vesicular transport
KKOIIGHA_01491	COG0789	440552	5.59e-27	34.615	SoxR	DNA-binding transcriptional regulator, MerR family	K	Transcription
KKOIIGHA_01492	COG0431	440200	6.18e-07	22.5	SsuE	NAD(P)H-dependent FMN reductase	C	Energy production and conversion
KKOIIGHA_01493	COG1076	440694	1.06e-22	48.485	DjlA	DnaJ domain-containing protein	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_01494	COG1154	440768	0.0	60.032	Dxs	Deoxyxylulose-5-phosphate synthase	H	Coenzyme transport and metabolism
KKOIIGHA_01495	COG0142	439912	1.78e-72	40.816	IspA	Geranylgeranyl pyrophosphate synthase	H	Coenzyme transport and metabolism
KKOIIGHA_01496	COG1722	441328	2.25e-18	45.833	XseB	Exonuclease VII small subunit	L	Replication, recombination and repair
KKOIIGHA_01497	COG0111	439881	9.88e-128	41.509	SerA	Phosphoglycerate dehydrogenase or related dehydrogenase	H	Coenzyme transport and metabolism
KKOIIGHA_01498	COG4772	443804	1.13e-145	29.083	FecA	Outer membrane receptor for Fe3+-dicitrate	P	Inorganic ion transport and metabolism
KKOIIGHA_01499	COG0622	440387	3.38e-13	25.263	YfcE	Mn2+-dependent phosphodiesterase, calcineurin family	R	General function prediction only
KKOIIGHA_01500	COG1585	441193	2.39e-06	26.168	YbbJ	Membrane protein implicated in regulation of membrane protease activity	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_01501	COG0330	440099	2.11e-77	34.948	HflC	Regulator of protease activity HflC, stomatin/prohibitin superfamily	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_01502	COG0583	440348	2.52e-64	34.68	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
KKOIIGHA_01503	COG2259	441860	1.3e-22	50.355	DoxX	Uncharacterized membrane protein YphA, DoxX/SURF4 family	S	Function unknown
KKOIIGHA_01504	COG3384	442611	2.47e-109	47.541	LigB	Aromatic ring-opening dioxygenase, catalytic subunit, LigB family	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_01505	COG3616	442834	1e-121	40.561	Dsd1	D-serine dehydratase, pyridoxal phosphate-dependent	E	Amino acid transport and metabolism
KKOIIGHA_01506	COG0672	440436	3.63e-78	45.283	FTR1	High-affinity Fe2+/Pb2+ permease	P	Inorganic ion transport and metabolism
KKOIIGHA_01507	COG2822	442070	1.02e-72	40.252	EfeO	Iron uptake system EfeUOB, periplasmic (or lipoprotein) component EfeO/EfeM	P	Inorganic ion transport and metabolism
KKOIIGHA_01508	COG2837	442085	5.78e-131	43.052	EfeB	Periplasmic deferrochelatase/peroxidase EfeB	P	Inorganic ion transport and metabolism
KKOIIGHA_01509	COG2822	442070	1.24e-114	49.225	EfeO	Iron uptake system EfeUOB, periplasmic (or lipoprotein) component EfeO/EfeM	P	Inorganic ion transport and metabolism
KKOIIGHA_01510	COG1309	440920	2.67e-20	30.303	AcrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	K	Transcription
KKOIIGHA_01511	COG1902	441506	2.04e-128	40.23	FadH	NADH:flavin reductase, Old Yellow Enzyme (OYE) family	C	Energy production and conversion
KKOIIGHA_01512	COG0469	440237	2.61e-28	34.375	PykF	Pyruvate kinase	G	Carbohydrate transport and metabolism
KKOIIGHA_01513	COG2025	441628	1.36e-90	61.818	FixB	Electron transfer flavoprotein, alpha subunit FixB	C	Energy production and conversion
KKOIIGHA_01514	COG1250	440862	6.97e-134	50.0	FadB	3-hydroxyacyl-CoA dehydrogenase	I	Lipid transport and metabolism
KKOIIGHA_01515	COG0604	440369	1.3e-94	37.047	Qor	NADPH:quinone reductase or related Zn-dependent oxidoreductase	C	Energy production and conversion
KKOIIGHA_01516	COG1082	440699	4.05e-13	29.358	YcjR	Sugar phosphate isomerase/epimerase	G	Carbohydrate transport and metabolism
KKOIIGHA_01517	COG1053	440673	9.04e-120	29.517	SdhA	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	C	Energy production and conversion
KKOIIGHA_01518	COG0679	440443	7.78e-51	38.511	YfdV	Predicted permease, AEC (auxin efflux carrier) family	R	General function prediction only
KKOIIGHA_01519	COG1414	441024	7.22e-80	39.516	IclR	DNA-binding transcriptional regulator, IclR family	K	Transcription
KKOIIGHA_01520	COG0015	439786	6.1e-126	34.554	PurB	Adenylosuccinate lyase	F	Nucleotide transport and metabolism
KKOIIGHA_01521	COG1788	441394	1.72e-86	39.738	AtoD	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit	I	Lipid transport and metabolism
KKOIIGHA_01522	COG2057	441660	1.83e-114	47.39	AtoA	Acyl-CoA:acetate/3-ketoacid CoA transferase, beta subunit	I	Lipid transport and metabolism
KKOIIGHA_01523	COG0183	439953	0.0	56.359	PaaJ	Acetyl-CoA acetyltransferase	I	Lipid transport and metabolism
KKOIIGHA_01524	COG2031	441634	0.0	50.227	AtoE	Short chain fatty acids transporter	I	Lipid transport and metabolism
KKOIIGHA_01525	COG0596	440361	2.24e-30	31.154	MenH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	H	Coenzyme transport and metabolism
KKOIIGHA_01526	COG1638	441245	2.13e-86	26.176	DctP	TRAP-type C4-dicarboxylate transport system, periplasmic component	G	Carbohydrate transport and metabolism
KKOIIGHA_01527	COG3090	442324	4.36e-18	25.625	DctM	TRAP-type C4-dicarboxylate transport system, small permease component YiaM	G	Carbohydrate transport and metabolism
KKOIIGHA_01528	COG1593	441201	1.83e-137	42.118	DctQ	TRAP-type C4-dicarboxylate transport system, large permease component	G	Carbohydrate transport and metabolism
KKOIIGHA_01529	COG0583	440348	1.11e-53	29.392	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
KKOIIGHA_01531	COG3485	442708	8.52e-68	44.33	PcaH	Protocatechuate 3,4-dioxygenase beta subunit	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_01532	COG3485	442708	4.63e-65	43.229	PcaH	Protocatechuate 3,4-dioxygenase beta subunit	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_01533	COG4977	444002	4.13e-135	43.082	GlxA	Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain	K	Transcription
KKOIIGHA_01534	COG0744	440507	2.01e-66	33.617	MrcB	Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01535	COG0673	440437	2.06e-40	32.031	MviM	Predicted dehydrogenase	R	General function prediction only
KKOIIGHA_01536	COG4993	444017	2.24e-174	33.174	Gcd	Glucose dehydrogenase, PQQ-dependent	G	Carbohydrate transport and metabolism
KKOIIGHA_01538	COG2355	441922	1.7e-102	34.985		Zn-dependent dipeptidase, microsomal dipeptidase homolog	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_01539	COG1719	441325	4.36e-15	25.517		Predicted hydrocarbon binding protein, contains 4VR domain	R	General function prediction only
KKOIIGHA_01540	COG1902	441506	1.55e-137	36.898	FadH	NADH:flavin reductase, Old Yellow Enzyme (OYE) family	C	Energy production and conversion
KKOIIGHA_01541	COG0247	440017	6.52e-89	28.482	GlpC	Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF	C	Energy production and conversion
KKOIIGHA_01542	COG2025	441628	4.28e-52	33.636	FixB	Electron transfer flavoprotein, alpha subunit FixB	C	Energy production and conversion
KKOIIGHA_01543	COG2086	441689	1.51e-10	28.049	FixA	Electron transfer flavoprotein, alpha and beta subunits	C	Energy production and conversion
KKOIIGHA_01544	COG2199	441801	1.15e-41	32.353	GGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	T	Signal transduction mechanisms
KKOIIGHA_01545	COG3528	442750	6.75e-114	39.877	LpxR	Lipid A deacylase LpxR, DUF2219 family	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01546	COG2200	441802	2.02e-56	33.628	EAL	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	T	Signal transduction mechanisms
KKOIIGHA_01547	COG4663	443700	9.39e-89	33.618	FcbT1	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_01548	COG4664	443701	0.0	50.562	FcbT3	TRAP-type mannitol/chloroaromatic compound transport system, large permease component	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_01549	COG1737	441343	7.4e-54	32.479	RpiR	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	K	Transcription
KKOIIGHA_01550	COG0436	440205	8.21e-94	32.316	AspB	Aspartate/methionine/tyrosine aminotransferase	E	Amino acid transport and metabolism
KKOIIGHA_01551	COG3047	442281	0.003	46.154	OmpW	Outer membrane protein OmpW	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01552	COG1292	440903	0.0	51.751	BetT	Choline-glycine betaine transporter	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01554	COG5001	444025	8.12e-137	29.912		Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	T	Signal transduction mechanisms
KKOIIGHA_01555	COG0840	440602	1.9e-101	38.259	Tar	Methyl-accepting chemotaxis protein (MCP)	T	Signal transduction mechanisms
